date,season,regular_season,playoff,superbowl,Opponent,Packers Win,packers_score,opponent_score,location
2023-12-31,2023,1,0,,Minnesota Vikings,WIN,33,10,AWAY
2024-01-07,2023,1,0,,Chicago Bears,WIN,17,9,HOME
2024-01-14,2023,0,1,,Dallas Cowboys,WIN,48,32,AWAY
2024-01-20,2023,0,1,,San Francisco 49ers,LOSS,21,24,AWAY
2024-09-06,2024,1,0,,Philadelphia Eagles,LOSS,29,34,NEUTRAL
2024-09-15,2024,1,0,,Indianapolis Colts,WIN,16,10,HOME
2024-09-22,2024,1,0,,Tennessee Titans,WIN,30,14,AWAY
2024-09-29,2024,1,0,,Minnesota Vikings,LOSS,29,31,HOME
2024-10-06,2024,1,0,,Los Angeles Rams,WIN,24,19,AWAY
2024-10-13,2024,1,0,,Arizona Cardinals,WIN,34,13,HOME
2024-10-20,2024,1,0,,Houston Texans,WIN,24,22,HOME
2024-10-27,2024,1,0,,Jacksonville Jaguars,WIN,30,27,AWAY
2024-11-03,2024,1,0,,Detroit Lions,LOSS,14,24,HOME
2024-11-17,2024,1,0,,Chicago Bears,WIN,20,19,AWAY
2024-11-24,2024,1,0,,San Francisco 49ers,WIN,38,10,HOME
2024-11-28,2024,1,0,,Miami Dolphins,WIN,30,17,HOME
2024-12-05,2024,1,0,,Detroit Lions,LOSS,31,34,AWAY
2024-12-15,2024,1,0,,Seattle Seahawks,WIN,30,13,AWAY
2024-12-23,2024,1,0,,New Orleans Saints,WIN,34,0,HOME
2024-12-29,2024,1,0,,Minnesota Vikings,LOSS,25,27,AWAY
2025-01-05,2024,1,0,,Chicago Bears,LOSS,22,24,HOME
2025-01-12,2024,0,1,,Philadelphia Eagles,LOSS,10,22,AWAY
2025-09-07,2025,1,0,,Detroit Lions,WIN,27,13,HOME
2025-09-11,2025,1,0,,Washington Commanders,WIN,27,18,HOME
2025-09-21,2025,1,0,,Cleveland Browns,LOSS,10,13,AWAY
2025-09-28,2025,1,0,,Dallas Cowboys,TIE,40,40,AWAY
2025-10-12,2025,1,0,,Cincinnati Bengals,WIN,27,18,HOME
2025-10-19,2025,1,0,,Arizona Cardinals,WIN,27,23,AWAY
2025-10-26,2025,1,0,,Pittsburgh Steelers,WIN,35,25,AWAY
2025-11-02,2025,1,0,,Carolina Panthers,LOSS,13,16,HOME
2025-11-10,2025,1,0,,Philadelphia Eagles,LOSS,7,10,HOME
2025-11-16,2025,1,0,,New York Giants,WIN,27,20,AWAY
2025-11-23,2025,1,0,,Minnesota Vikings,WIN,23,6,HOME
2025-11-27,2025,1,0,,Detroit Lions,WIN,31,24,AWAY
2025-12-07,2025,1,0,,Chicago Bears,WIN,28,21,HOME
2025-12-14,2025,1,0,,Denver Broncos,LOSS,26,34,AWAY
2025-12-20,2025,1,0,,Chicago Bears,LOSS,16,22,AWAY
2025-12-27,2025,1,0,,Baltimore Ravens,LOSS,24,41,HOME
2026-01-04,2025,1,0,,Minnesota Vikings,LOSS,3,16,AWAY
2026-01-10,2025,0,1,,Chicago Bears,LOSS,27,31,AWAY
